,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
201,202,65.97,east coast,evening,0.88,0.62,9,8,night owl,martial arts,4,junior
201,202,90.23,east coast,noon,1.0,1.0,10,7,night owl,martial arts,4,junior
201,202,84.23,east coast,noon,0.96,1.0,9,9,night owl,martial arts,4,junior
201,202,77.4,east coast,morning,1.0,0.85,10,9,night owl,martial arts,4,junior
201,202,68.24,east coast,noon,1.0,0.68,10,10,night owl,martial arts,4,junior
201,202,75.89,west coast,evening,1.0,0.79,9,10,night owl,martial arts,4,junior
201,202,69.95,west coast,noon,1.0,0.87,10,11,night owl,martial arts,4,junior
201,202,64.66,west coast,noon,0.91,0.8200000000000001,10,11,night owl,martial arts,4,junior
201,202,64.64,west coast,noon,1.0,0.8,10,12,night owl,martial arts,4,junior
201,202,62.66,west coast,evening,0.96,0.41,8,12,night owl,martial arts,4,junior
