,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
309,310,15.01,west coast,noon,0.33,0.7000000000000001,6,12,early bird,football,2,senior
309,310,19.15,west coast,noon,0.0,0.92,7,12,early bird,football,2,senior
309,310,0.0,west coast,noon,0.02,0.87,5,12,early bird,football,2,senior
309,310,37.46,west coast,evening,0.04,1.0,6,12,early bird,football,2,senior
309,310,7.29,west coast,noon,0.0,0.87,7,12,early bird,football,2,senior
309,310,36.78,west coast,noon,0.12,0.98,6,11,early bird,football,2,senior
309,310,47.49,west coast,evening,0.39,1.0,5,9,early bird,football,2,senior
309,310,51.69,west coast,noon,0.6,1.0,4,10,early bird,football,2,senior
309,310,53.79,west coast,noon,1.0,0.9,3,11,early bird,football,2,senior
309,310,62.77,west coast,noon,1.0,0.97,2,12,early bird,football,2,senior
