,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
373,374,33.53,west coast,evening,0.46,0.12,6,7,night owl,baseball,3,sophomore
373,374,34.1,west coast,noon,0.55,0.25,6,7,night owl,baseball,3,sophomore
373,374,11.13,west coast,noon,0.46,0.32,5,8,night owl,baseball,3,sophomore
373,374,27.07,west coast,noon,0.41,0.6,5,8,night owl,baseball,3,sophomore
373,374,37.8,west coast,noon,0.61,0.64,5,8,night owl,baseball,3,sophomore
373,374,61.42,west coast,evening,1.0,0.8200000000000001,5,9,night owl,baseball,3,sophomore
373,374,67.44,west coast,evening,1.0,0.79,5,10,night owl,baseball,3,sophomore
373,374,46.56,west coast,evening,1.0,0.54,4,10,night owl,baseball,3,sophomore
373,374,42.4,west coast,noon,1.0,0.39,4,9,night owl,baseball,3,sophomore
373,374,57.0,west coast,noon,0.91,0.81,4,9,night owl,baseball,3,sophomore
