,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
321,322,33.1,west coast,evening,0.42,0.35,4,3,night owl,baseball,4,junior
321,322,38.31,west coast,noon,0.0,0.87,6,5,night owl,baseball,4,junior
321,322,21.24,west coast,noon,0.04,0.73,6,6,night owl,baseball,4,junior
321,322,46.12,west coast,noon,0.06,1.0,6,5,night owl,baseball,4,junior
321,322,51.07,west coast,noon,0.5,1.0,5,5,night owl,baseball,4,junior
321,322,69.69,west coast,morning,0.98,1.0,5,4,night owl,baseball,4,junior
321,322,68.58,west coast,evening,1.0,0.92,5,4,night owl,baseball,4,junior
321,322,55.34,west coast,noon,0.85,0.96,4,3,night owl,baseball,4,junior
321,322,60.370000000000005,west coast,evening,0.7000000000000001,1.0,3,2,night owl,baseball,4,junior
321,322,53.42,west coast,noon,0.71,1.0,2,3,night owl,baseball,4,junior
