,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
500,501,23.11,west coast,morning,0.32,0.66,3,11,early bird,football,3,sophomore
500,501,50.07,west coast,morning,0.96,0.73,5,12,early bird,football,3,sophomore
500,501,42.17,west coast,noon,0.9,0.65,5,12,early bird,football,3,sophomore
500,501,65.13,west coast,noon,0.87,0.9,6,12,early bird,football,3,sophomore
500,501,45.59,west coast,noon,0.67,0.74,6,12,early bird,football,3,sophomore
500,501,59.19,west coast,noon,0.76,1.0,4,12,early bird,football,3,sophomore
500,501,74.33,west coast,noon,1.0,1.0,4,10,early bird,football,3,sophomore
500,501,67.23,west coast,noon,1.0,1.0,4,11,early bird,football,3,sophomore
500,501,59.76,west coast,noon,0.86,1.0,4,12,early bird,football,3,sophomore
500,501,63.11,west coast,noon,0.79,0.96,4,11,early bird,football,3,sophomore
