,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
520,521,62.43,west coast,morning,0.8200000000000001,0.74,7,8,night owl,frisbee,4,frosh
520,521,79.18,west coast,noon,0.75,0.99,7,9,night owl,frisbee,4,frosh
520,521,89.89,west coast,noon,1.0,1.0,8,9,night owl,frisbee,4,frosh
520,521,87.32000000000001,west coast,noon,0.99,0.98,10,8,night owl,frisbee,4,frosh
520,521,83.78,west coast,evening,1.0,0.87,10,9,night owl,frisbee,4,frosh
520,521,64.5,west coast,noon,1.0,0.68,10,10,night owl,frisbee,4,frosh
520,521,76.54,west coast,morning,1.0,0.93,10,12,night owl,frisbee,4,sophomore
520,521,66.09,west coast,noon,1.0,0.7000000000000001,10,12,night owl,frisbee,4,sophomore
520,521,83.15,west coast,evening,1.0,0.94,10,12,night owl,frisbee,4,sophomore
520,521,72.41,west coast,evening,0.88,0.7000000000000001,10,11,night owl,frisbee,4,sophomore
