,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
147,148,32.67,east coast,evening,0.05,0.03,3,3,night owl,football,3,sophomore
147,148,2.48,east coast,noon,0.21,0.27,2,4,night owl,football,3,sophomore
147,148,15.72,east coast,evening,0.0,0.3,2,3,night owl,football,3,sophomore
147,148,14.01,east coast,noon,0.0,0.39,1,3,night owl,football,3,sophomore
147,148,20.87,east coast,noon,0.0,0.62,1,3,night owl,football,3,sophomore
147,148,5.59,west coast,noon,0.0,0.77,1,3,night owl,football,3,sophomore
147,148,23.23,west coast,morning,0.07,0.72,3,3,night owl,football,3,sophomore
147,148,0.0,west coast,noon,0.08,0.9,3,3,night owl,football,3,sophomore
147,148,28.96,west coast,morning,0.07,1.0,3,4,night owl,football,3,sophomore
147,148,42.93,west coast,noon,0.21,1.0,4,4,night owl,football,3,sophomore
