,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
756,757,53.01,west coast,evening,0.75,0.79,4,3,night owl,table tennis,4,junior
756,757,45.34,west coast,noon,0.79,0.67,6,4,night owl,table tennis,4,junior
756,757,28.41,west coast,noon,0.25,0.23,6,2,night owl,table tennis,4,junior
756,757,34.71,west coast,noon,0.73,0.21,5,1,night owl,table tennis,4,junior
756,757,27.23,west coast,evening,0.93,0.0,6,0,night owl,table tennis,4,junior
756,757,19.42,west coast,noon,0.94,0.12,6,1,night owl,table tennis,4,junior
756,757,14.13,west coast,noon,0.93,0.09,6,1,night owl,table tennis,4,junior
756,757,32.54,west coast,morning,0.63,0.12,7,2,night owl,table tennis,4,junior
756,757,32.51,west coast,noon,0.6,0.14,8,3,night owl,table tennis,4,junior
756,757,46.21,west coast,evening,0.8,0.26,7,3,night owl,table tennis,4,junior
