,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
560,561,22.76,west coast,noon,0.52,0.09,5,9,night owl,baseball,5,frosh
560,561,2.41,west coast,noon,0.4,0.18,5,9,night owl,baseball,5,frosh
560,561,38.21,west coast,evening,0.81,0.0,6,9,night owl,baseball,5,frosh
560,561,13.95,west coast,noon,0.52,0.0,6,9,night owl,baseball,5,frosh
560,561,24.43,west coast,noon,0.95,0.0,5,10,night owl,baseball,5,frosh
560,561,16.86,west coast,morning,0.94,0.04,6,10,night owl,baseball,5,frosh
560,561,18.93,west coast,noon,0.86,0.0,5,9,night owl,baseball,5,frosh
560,561,35.46,west coast,noon,1.0,0.0,6,10,night owl,baseball,5,frosh
560,561,27.93,west coast,noon,1.0,0.09,5,10,night owl,baseball,5,frosh
560,561,36.97,west coast,noon,1.0,0.28,5,11,night owl,baseball,5,sophomore
