,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
397,398,33.2,west coast,noon,0.74,0.31,8,10,night owl,table tennis,4,sophomore
397,398,43.62,west coast,evening,0.91,0.0,7,10,night owl,table tennis,4,sophomore
397,398,44.7,west coast,noon,0.91,0.05,9,10,night owl,table tennis,4,sophomore
397,398,39.32,west coast,noon,0.87,0.04,10,9,night owl,table tennis,4,sophomore
397,398,37.4,west coast,noon,0.79,0.05,10,8,night owl,table tennis,4,sophomore
397,398,49.5,west coast,evening,0.9,0.0,10,8,night owl,table tennis,4,sophomore
397,398,29.87,west coast,noon,0.59,0.0,10,9,night owl,table tennis,4,sophomore
397,398,31.51,west coast,noon,0.74,0.13,9,11,night owl,table tennis,4,sophomore
397,398,26.87,west coast,noon,0.66,0.31,8,12,night owl,table tennis,4,sophomore
397,398,36.38,west coast,noon,0.72,0.41,7,12,night owl,table tennis,4,junior
