,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
341,342,48.24,west coast,evening,0.68,0.68,3,5,night owl,table tennis,5,sophomore
341,342,37.07,west coast,noon,0.78,0.23,1,4,night owl,table tennis,5,sophomore
341,342,35.09,west coast,noon,1.0,0.31,2,4,night owl,table tennis,5,sophomore
341,342,40.11,west coast,evening,0.89,0.49,3,3,night owl,table tennis,5,sophomore
341,342,30.52,west coast,noon,0.74,0.14,4,3,night owl,table tennis,5,sophomore
341,342,2.17,west coast,noon,0.02,0.0,4,5,night owl,table tennis,5,sophomore
341,342,0.0,west coast,noon,0.05,0.08,1,7,night owl,table tennis,5,sophomore
341,342,19.64,west coast,evening,0.0,0.0,0,6,night owl,table tennis,5,sophomore
341,342,18.24,west coast,noon,0.0,0.0,0,6,night owl,table tennis,5,sophomore
341,342,75.13,west coast,noon,0.22,0.11,0,5,night owl,table tennis,5,sophomore
