,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
816,817,0.0,west coast,noon,0.28,0.33,1,0,night owl,table tennis,6,sophomore
816,817,21.96,west coast,noon,1.0,0.46,2,0,night owl,table tennis,6,sophomore
816,817,32.07,west coast,noon,1.0,0.61,3,0,night owl,table tennis,6,sophomore
816,817,23.04,west coast,noon,1.0,0.48,4,0,night owl,table tennis,6,sophomore
816,817,42.55,west coast,noon,1.0,0.5,4,0,night owl,table tennis,6,sophomore
816,817,13.14,west coast,noon,1.0,0.12,4,0,night owl,table tennis,6,sophomore
816,817,32.75,west coast,morning,1.0,0.11,5,1,night owl,table tennis,6,sophomore
816,817,51.18,west coast,noon,0.89,0.1,6,2,night owl,table tennis,6,sophomore
816,817,30.39,west coast,morning,0.88,0.05,7,2,night owl,table tennis,6,sophomore
816,817,36.63,west coast,noon,0.94,0.35,7,3,night owl,table tennis,6,sophomore
