,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
549,550,80.89,west coast,evening,0.97,0.98,4,6,night owl,frisbee,4,junior
549,550,54.79,west coast,noon,0.87,0.8300000000000001,2,7,night owl,frisbee,4,junior
549,550,55.870000000000005,west coast,evening,0.74,0.53,3,8,night owl,frisbee,4,junior
549,550,43.72,west coast,noon,0.96,0.38,3,9,night owl,frisbee,4,junior
549,550,51.44,west coast,noon,0.86,0.21,2,9,night owl,frisbee,4,junior
549,550,23.81,west coast,noon,1.0,0.0,3,9,night owl,frisbee,4,junior
549,550,29.61,west coast,noon,1.0,0.0,4,8,night owl,frisbee,4,junior
549,550,29.42,west coast,morning,0.9,0.0,4,7,night owl,frisbee,4,junior
549,550,23.51,west coast,noon,0.4,0.0,2,8,night owl,frisbee,4,junior
549,550,22.85,west coast,noon,0.51,0.03,2,9,night owl,frisbee,4,junior
