,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
934,935,71.78,west coast,evening,0.86,0.99,7,8,early bird,basketball,3,junior
934,935,68.37,west coast,noon,0.66,0.97,7,7,early bird,basketball,3,junior
934,935,49.0,west coast,noon,0.19,0.81,8,6,early bird,basketball,3,junior
934,935,45.16,west coast,noon,0.0,1.0,9,6,early bird,basketball,3,junior
934,935,37.36,west coast,noon,0.0,1.0,8,6,early bird,basketball,3,junior
934,935,41.73,west coast,noon,0.0,1.0,7,6,early bird,basketball,3,junior
934,935,26.42,west coast,noon,0.0,0.99,5,5,early bird,basketball,3,junior
934,935,24.44,west coast,noon,0.1,0.92,5,5,early bird,basketball,3,junior
934,935,11.65,west coast,noon,0.12,0.72,4,6,early bird,basketball,3,junior
934,935,38.85,west coast,noon,0.0,1.0,6,5,early bird,basketball,3,junior
