,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
746,747,39.16,west coast,evening,0.62,0.16,6,5,night owl,martial arts,6,frosh
746,747,20.83,west coast,noon,0.2,0.14,5,5,night owl,martial arts,6,frosh
746,747,31.1,west coast,noon,0.16,0.17,4,6,night owl,martial arts,6,frosh
746,747,16.31,west coast,noon,0.0,0.0,4,5,night owl,martial arts,6,frosh
746,747,33.29,west coast,noon,0.08,0.03,5,5,night owl,martial arts,6,frosh
746,747,1.77,west coast,noon,0.04,0.0,4,6,night owl,martial arts,6,frosh
746,747,13.18,west coast,noon,0.32,0.12,3,6,night owl,martial arts,6,frosh
746,747,0.0,west coast,noon,0.13,0.22,1,7,night owl,martial arts,6,frosh
746,747,26.86,west coast,evening,0.0,0.31,2,9,night owl,martial arts,6,frosh
746,747,12.35,west coast,evening,0.14,0.0,0,10,night owl,martial arts,6,frosh
