,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
550,551,24.33,west coast,evening,0.5,0.07,6,4,night owl,curling,6,frosh
550,551,0.0,west coast,noon,0.32,0.23,7,3,night owl,curling,6,frosh
550,551,13.64,west coast,noon,0.42,0.05,7,3,night owl,curling,6,frosh
550,551,32.92,west coast,noon,1.0,0.11,7,2,night owl,curling,6,frosh
550,551,24.61,west coast,noon,0.79,0.17,8,3,night owl,curling,6,frosh
550,551,27.12,west coast,morning,0.26,0.0,7,4,night owl,curling,6,frosh
550,551,62.2,west coast,noon,0.12,0.0,7,3,night owl,curling,6,frosh
550,551,47.23,west coast,evening,0.0,0.19,9,6,night owl,curling,6,frosh
550,551,49.69,west coast,noon,0.0,0.56,10,7,night owl,curling,6,sophomore
550,551,31.08,west coast,noon,0.0,0.59,10,8,night owl,curling,6,sophomore
