,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
222,223,27.93,east coast,evening,0.18,0.03,6,0,early bird,curling,2,frosh
222,223,0.0,east coast,noon,0.0,0.04,5,0,early bird,curling,2,frosh
222,223,0.0,east coast,noon,0.07,0.22,5,0,early bird,curling,2,frosh
222,223,15.65,east coast,noon,0.09,0.17,6,1,early bird,curling,2,frosh
222,223,0.0,east coast,noon,0.15,0.0,7,1,early bird,curling,2,frosh
222,223,27.05,west coast,noon,0.67,0.0,7,1,early bird,curling,2,frosh
222,223,14.24,west coast,noon,0.53,0.0,4,0,early bird,curling,2,sophomore
222,223,3.95,west coast,noon,1.0,0.0,4,0,early bird,curling,2,junior
222,223,37.11,west coast,noon,1.0,0.06,4,1,early bird,curling,2,junior
222,223,39.08,west coast,noon,1.0,0.0,5,2,early bird,curling,2,junior
