,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
228,229,42.38,east coast,evening,0.62,0.45,8,6,night owl,curling,3,sophomore
228,229,13.19,east coast,noon,0.4,0.0,10,6,night owl,curling,3,sophomore
228,229,26.84,east coast,noon,1.0,0.01,10,8,night owl,curling,3,sophomore
228,229,37.38,east coast,noon,1.0,0.0,10,9,night owl,curling,3,sophomore
228,229,37.08,east coast,noon,1.0,0.12,10,5,night owl,curling,3,sophomore
228,229,46.37,west coast,noon,0.97,0.0,10,3,night owl,curling,3,sophomore
228,229,36.82,west coast,noon,0.91,0.0,10,3,night owl,curling,3,sophomore
228,229,27.01,west coast,noon,0.92,0.0,9,3,night owl,curling,3,sophomore
228,229,24.2,west coast,noon,0.87,0.0,8,3,night owl,curling,3,sophomore
228,229,42.51,west coast,noon,0.5,0.0,8,4,night owl,curling,3,sophomore
