,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
220,221,5.08,east coast,evening,0.12,0.09,0,0,night owl,baseball,3,sophomore
220,221,0.0,east coast,noon,0.0,0.18,0,0,night owl,baseball,3,sophomore
220,221,0.0,east coast,noon,0.0,0.07,0,3,night owl,baseball,3,sophomore
220,221,1.11,east coast,noon,0.0,0.0,0,4,night owl,baseball,3,sophomore
220,221,0.0,east coast,noon,0.0,0.02,0,4,night owl,baseball,3,sophomore
220,221,21.21,west coast,noon,0.0,0.11,0,5,night owl,baseball,3,sophomore
220,221,0.0,west coast,noon,0.0,0.36,0,4,night owl,baseball,3,sophomore
220,221,0.0,west coast,noon,0.0,0.86,1,4,night owl,baseball,3,sophomore
220,221,2.24,west coast,noon,0.0,0.7000000000000001,0,5,night owl,baseball,3,sophomore
220,221,23.85,west coast,noon,0.0,0.96,0,4,night owl,baseball,3,sophomore
