,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
181,182,35.04,east coast,noon,0.75,0.6900000000000001,6,7,early bird,baseball,6,junior
181,182,49.82,east coast,noon,1.0,0.79,5,8,early bird,baseball,6,junior
181,182,38.32,east coast,noon,0.88,0.81,6,10,early bird,baseball,6,junior
181,182,61.76,east coast,noon,1.0,0.98,7,9,early bird,baseball,6,junior
181,182,68.75,east coast,evening,1.0,1.0,6,10,early bird,baseball,6,junior
181,182,54.86,west coast,noon,0.91,0.8,5,9,early bird,baseball,6,junior
181,182,39.76,west coast,evening,0.96,0.8,5,10,early bird,baseball,6,junior
181,182,26.4,west coast,noon,1.0,0.5,5,11,early bird,baseball,6,junior
181,182,20.62,west coast,noon,1.0,0.02,6,9,early bird,baseball,6,senior
181,182,12.8,west coast,evening,1.0,0.02,6,9,early bird,baseball,6,senior
