,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
586,587,28.98,west coast,noon,0.46,0.11,6,5,night owl,gymnastics,4,sophomore
586,587,13.86,west coast,noon,0.29,0.01,6,5,night owl,gymnastics,4,sophomore
586,587,40.1,west coast,noon,0.5,0.01,6,5,night owl,gymnastics,4,sophomore
586,587,37.65,west coast,noon,0.46,0.12,7,5,night owl,gymnastics,4,sophomore
586,587,42.14,west coast,noon,0.55,0.47,7,6,night owl,gymnastics,4,sophomore
586,587,25.6,west coast,noon,0.58,0.04,8,5,night owl,gymnastics,4,sophomore
586,587,25.5,west coast,morning,0.59,0.1,8,5,night owl,gymnastics,4,sophomore
586,587,43.37,west coast,noon,0.94,0.23,10,4,night owl,gymnastics,4,sophomore
586,587,32.160000000000004,west coast,morning,0.96,0.0,10,5,night owl,gymnastics,4,sophomore
586,587,48.56,west coast,noon,1.0,0.0,10,6,night owl,gymnastics,4,sophomore
