,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
632,633,54.01,west coast,noon,0.64,0.93,1,6,night owl,martial arts,4,junior
632,633,57.84,west coast,morning,0.95,0.81,0,6,night owl,martial arts,4,junior
632,633,63.370000000000005,west coast,noon,0.81,0.95,0,6,night owl,martial arts,4,junior
632,633,67.26,west coast,morning,1.0,0.99,0,6,night owl,martial arts,4,junior
632,633,65.04,west coast,evening,1.0,0.93,1,7,night owl,martial arts,4,junior
632,633,63.49,west coast,evening,0.8300000000000001,0.81,0,7,night owl,martial arts,4,senior
632,633,81.67,west coast,evening,0.97,1.0,0,5,night owl,martial arts,4,senior
632,633,56.4,west coast,noon,0.9,0.8200000000000001,0,5,night owl,martial arts,4,senior
632,633,53.98,west coast,evening,1.0,0.67,0,5,night owl,martial arts,4,senior
632,633,46.87,west coast,noon,0.95,0.56,0,5,night owl,martial arts,4,senior
