,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
692,693,20.41,west coast,noon,0.16,0.43,4,9,night owl,martial arts,3,sophomore
692,693,47.2,west coast,noon,0.3,1.0,5,7,night owl,martial arts,3,sophomore
692,693,47.73,west coast,noon,0.3,0.97,6,8,night owl,martial arts,3,sophomore
692,693,57.92,west coast,morning,0.54,0.89,7,7,night owl,martial arts,3,sophomore
692,693,56.6,west coast,noon,0.8,0.79,7,6,night owl,martial arts,3,sophomore
692,693,52.77,west coast,morning,0.75,0.53,7,6,night owl,martial arts,3,sophomore
692,693,56.64,west coast,noon,0.54,0.94,7,7,night owl,martial arts,3,sophomore
692,693,65.32000000000001,west coast,noon,0.7000000000000001,0.95,8,7,night owl,martial arts,3,junior
692,693,77.18,west coast,noon,0.84,1.0,7,7,night owl,martial arts,3,junior
692,693,83.24,west coast,evening,0.84,1.0,7,6,night owl,martial arts,3,junior
