,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
625,626,36.78,west coast,evening,0.79,0.04,6,1,night owl,gymnastics,6,junior
625,626,56.89,west coast,noon,1.0,0.15,6,2,night owl,gymnastics,6,junior
625,626,31.79,west coast,evening,1.0,0.28,5,2,night owl,gymnastics,6,junior
625,626,29.06,west coast,noon,1.0,0.0,6,3,night owl,gymnastics,6,junior
625,626,37.73,west coast,noon,0.99,0.04,6,4,night owl,gymnastics,6,junior
625,626,36.07,west coast,noon,1.0,0.0,6,3,night owl,gymnastics,6,junior
625,626,39.22,west coast,noon,0.88,0.25,6,1,night owl,gymnastics,6,junior
625,626,54.63,west coast,noon,1.0,0.89,6,1,night owl,gymnastics,6,junior
625,626,36.38,west coast,noon,0.95,0.65,8,0,night owl,gymnastics,6,junior
625,626,55.66,west coast,noon,1.0,0.8200000000000001,9,0,night owl,gymnastics,6,junior
