,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
664,665,37.91,west coast,morning,0.58,0.52,9,8,night owl,martial arts,3,sophomore
664,665,24.94,west coast,noon,0.0,0.61,9,9,night owl,martial arts,3,sophomore
664,665,59.91,west coast,evening,0.0,0.81,10,8,night owl,martial arts,3,sophomore
664,665,44.75,west coast,noon,0.17,1.0,10,9,night owl,martial arts,3,sophomore
664,665,66.29,west coast,evening,0.14,1.0,10,9,night owl,martial arts,3,sophomore
664,665,53.41,west coast,evening,0.0,1.0,9,10,night owl,martial arts,3,sophomore
664,665,30.33,west coast,noon,0.0,0.85,9,12,night owl,martial arts,3,sophomore
664,665,27.25,west coast,noon,0.01,0.46,8,12,night owl,martial arts,3,junior
664,665,37.9,west coast,noon,0.11,0.31,10,12,night owl,martial arts,3,junior
664,665,63.7,west coast,noon,0.43,1.0,10,10,night owl,martial arts,3,junior
