,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
7,8,8.46,east coast,noon,0.19,0.54,7,12,night owl,frisbee,1,junior
7,8,10.5,east coast,noon,0.0,0.41,6,12,night owl,frisbee,1,junior
7,8,29.27,east coast,noon,0.07,0.0,7,12,night owl,frisbee,1,junior
7,8,32.7,east coast,noon,0.0,0.11,9,11,night owl,frisbee,1,junior
7,8,35.88,east coast,evening,0.13,0.56,8,10,night owl,frisbee,1,junior
7,8,45.89,west coast,noon,0.24,1.0,7,9,night owl,frisbee,1,junior
7,8,34.410000000000004,west coast,noon,0.22,0.91,7,11,night owl,frisbee,1,junior
7,8,62.66,west coast,noon,0.53,1.0,6,10,night owl,frisbee,1,junior
7,8,82.2,west coast,noon,1.0,1.0,6,10,night owl,frisbee,1,junior
7,8,78.84,west coast,noon,0.87,0.99,6,9,night owl,frisbee,1,junior
