,student label,game score,coast,game scheduled,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,early bird/night owl,previous competitive sports,# meals on day prior to game,university year
704,705,49.19,west coast,evening,0.36,0.89,4,6,early bird,frisbee,2,junior
704,705,65.3,west coast,morning,0.39,1.0,6,7,early bird,frisbee,2,junior
704,705,48.34,west coast,morning,0.06,1.0,6,6,early bird,frisbee,2,junior
704,705,22.86,west coast,noon,0.0,0.97,5,5,early bird,frisbee,2,junior
704,705,39.7,west coast,noon,0.12,1.0,4,7,early bird,frisbee,2,junior
704,705,39.88,west coast,noon,0.24,1.0,0,6,early bird,frisbee,2,junior
704,705,22.09,west coast,noon,0.0,0.96,1,6,early bird,frisbee,2,junior
704,705,6.5,west coast,noon,0.06,0.9,0,8,early bird,frisbee,2,junior
704,705,29.54,west coast,noon,0.27,0.78,1,10,early bird,frisbee,2,junior
704,705,35.03,west coast,evening,0.26,0.84,0,9,early bird,frisbee,2,junior
