,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
377,378,20.87,west coast,evening,0.14,0.5,2,8,night owl,baseball,4,sophomore
377,378,21.34,west coast,noon,0.0,0.8300000000000001,2,8,night owl,baseball,4,sophomore
377,378,20.08,west coast,noon,0.06,0.97,2,8,night owl,baseball,4,sophomore
377,378,14.31,west coast,noon,0.0,0.91,3,8,night owl,baseball,4,junior
377,378,36.18,west coast,noon,0.1,1.0,3,10,night owl,baseball,4,junior
377,378,41.57,west coast,evening,0.12,1.0,2,9,night owl,baseball,4,junior
377,378,46.71,west coast,evening,0.46,0.81,1,11,night owl,baseball,4,junior
377,378,43.49,west coast,evening,0.6900000000000001,0.8,2,11,night owl,baseball,4,junior
377,378,41.86,west coast,noon,1.0,0.49,3,11,night owl,baseball,4,junior
377,378,42.68,west coast,noon,1.0,0.0,4,11,night owl,baseball,4,junior
