,student label,score,coast,game_scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early_late,previous_sport,meals,university_year
362,363,41.41,west coast,evening,0.3,0.62,6,9,night owl,frisbee,2,junior
362,363,36.56,west coast,noon,0.25,0.49,6,9,night owl,frisbee,2,junior
362,363,21.3,west coast,noon,0.09,0.45,6,11,night owl,frisbee,2,junior
362,363,20.48,west coast,noon,0.0,0.35,4,10,night owl,frisbee,2,junior
362,363,16.97,west coast,morning,0.08,0.39,4,11,night owl,frisbee,2,junior
362,363,37.63,west coast,evening,0.01,0.0,4,11,night owl,frisbee,2,junior
362,363,27.72,west coast,noon,0.02,0.0,5,12,night owl,frisbee,2,junior
362,363,42.05,west coast,evening,0.02,0.0,5,12,night owl,frisbee,2,junior
362,363,31.88,west coast,evening,0.06,0.0,5,12,night owl,frisbee,2,junior
362,363,40.14,west coast,noon,0.26,0.0,4,12,night owl,frisbee,2,junior
