,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
954,955,18.49,west coast,noon,0.49,0.05,7,4,night owl,gymnastics,3,senior
954,955,37.29,west coast,noon,0.25,0.19,6,4,night owl,gymnastics,3,senior
954,955,35.28,west coast,evening,0.46,0.32,6,5,night owl,gymnastics,3,senior
954,955,34.76,west coast,noon,0.65,0.11,5,4,night owl,gymnastics,3,senior
954,955,19.73,west coast,noon,0.94,0.17,5,2,night owl,gymnastics,3,senior
954,955,25.94,west coast,noon,0.78,0.0,5,2,night owl,gymnastics,3,senior
954,955,21.17,west coast,noon,0.93,0.0,5,3,night owl,gymnastics,3,senior
954,955,32.980000000000004,west coast,noon,0.74,0.03,7,4,night owl,gymnastics,3,senior
954,955,27.69,west coast,noon,0.48,0.0,8,2,night owl,gymnastics,3,senior
954,955,33.730000000000004,west coast,noon,0.62,0.01,9,4,night owl,gymnastics,3,senior
