,student label,score,coast,game scheduled,percent_training_seshes,fitness_score,extra_strategy_sessions_attended,hours_of_sleep,early bird/night owl,previous competitive sports,meals,university year
273,274,16.17,east coast,evening,0.58,0.18,7,11,night owl,gymnastics,5,sophomore
273,274,10.39,east coast,noon,0.0,0.5700000000000001,7,10,night owl,gymnastics,5,sophomore
273,274,22.73,east coast,noon,0.0,0.48,6,10,night owl,gymnastics,5,sophomore
273,274,0.0,east coast,noon,0.0,0.31,4,12,night owl,gymnastics,5,sophomore
273,274,0.0,east coast,noon,0.18,0.44,4,11,night owl,gymnastics,5,sophomore
273,274,1.18,west coast,evening,0.17,0.76,4,11,night owl,gymnastics,5,sophomore
273,274,33.24,west coast,noon,0.08,1.0,3,12,night owl,gymnastics,5,sophomore
273,274,30.15,west coast,noon,0.2,1.0,3,11,night owl,gymnastics,5,sophomore
273,274,24.93,west coast,morning,0.23,0.99,3,9,night owl,gymnastics,5,sophomore
273,274,10.77,west coast,morning,0.21,1.0,2,10,night owl,gymnastics,5,sophomore
