,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
0,1,50.88,0.96,0.51,8,7,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,31.61,0.84,0.0,5,3,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2,3,37.62,0.31,0.03,3,3,gymnastics,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,4,33.03,0.24,1.0,2,7,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4,5,54.27,0.73,0.91,9,0,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5,6,46.58,0.96,0.38,5,8,martial arts,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6,7,25.13,0.98,0.0,7,1,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,8,62.66,0.53,1.0,6,10,frisbee,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8,9,31.75,0.0,0.23,3,6,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9,10,36.6,0.0,0.0,7,5,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
10,11,40.9,0.0,0.26,7,10,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11,12,53.65,0.8300000000000001,1.0,1,3,curling,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12,13,63.39,0.94,0.52,9,12,basketball,3,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
13,14,39.98,0.76,0.17,7,5,gymnastics,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14,15,84.97,1.0,1.0,9,10,table tennis,5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15,16,22.08,0.0,0.0,6,0,football,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
16,17,34.84,0.78,0.6900000000000001,8,0,curling,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
17,18,32.46,0.0,0.85,2,0,table tennis,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,19,41.18,0.0,0.0,7,9,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19,20,24.85,0.22,0.0,0,9,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
20,21,34.04,0.0,1.0,6,7,curling,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21,22,51.03,0.96,0.58,10,12,baseball,6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,23,47.93,0.35,1.0,1,2,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
23,24,22.31,0.25,0.19,6,3,gymnastics,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24,25,81.45,0.93,1.0,9,10,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25,26,32.84,0.7000000000000001,0.34,1,0,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,27,53.04,1.0,0.0,10,1,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27,28,39.62,0.92,0.4,7,12,table tennis,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,29,31.77,0.9,0.06,4,10,baseball,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29,30,27.52,0.0,0.05,5,10,football,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,31,45.0,1.0,0.64,5,10,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31,32,25.62,0.96,0.12,5,9,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,33,72.01,0.92,1.0,8,7,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,34,51.82,1.0,0.8300000000000001,8,0,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,35,5.11,0.1,0.78,2,0,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
35,36,66.66,1.0,1.0,3,11,table tennis,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,37,31.22,1.0,0.38,4,6,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
37,38,42.27,0.0,1.0,8,3,martial arts,5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
