,student label,game score,percent training sessions attended,overall fitness score,# extra strategy sessions attended,hours of sleep the night before game,previous competitive sports,# meals on day prior to game,x0_west coast,x0_evening,x0_morning,x0_noon,x0_early bird,x0_night owl,x0_frosh,x0_junior,x0_senior,x0_sophomore
0,1,62.28,1.0,0.91,7,5,curling,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,36.67,0.9,0.14,6,4,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2,3,55.45,0.04,0.0,2,1,gymnastics,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,4,31.9,0.07,1.0,3,8,baseball,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4,5,68.63,1.0,0.85,9,2,martial arts,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5,6,68.83,0.93,0.95,5,7,martial arts,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6,7,34.35,0.84,0.04,8,0,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,8,78.84,0.87,0.99,6,9,frisbee,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8,9,9.88,0.0,0.51,2,7,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
9,10,41.52,0.0,0.0,5,6,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
10,11,24.22,0.0,0.85,6,9,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
11,12,44.72,1.0,0.93,0,4,curling,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
12,13,64.11,1.0,0.84,9,12,basketball,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
13,14,24.31,0.44,0.38,6,5,gymnastics,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14,15,53.77,1.0,0.88,8,10,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
15,16,7.49,0.0,0.0,6,2,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
16,17,31.47,0.0,1.0,10,3,curling,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17,18,0.0,0.22,0.61,2,1,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
18,19,28.72,0.03,0.0,8,9,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
19,20,12.91,0.02,0.09,0,10,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20,21,57.24,0.01,1.0,6,5,curling,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21,22,42.73,0.8,0.0,8,12,baseball,6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,23,80.8,0.94,1.0,2,3,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
23,24,35.31,0.0,0.38,4,3,gymnastics,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24,25,82.31,1.0,1.0,8,10,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25,26,53.01,1.0,0.22,2,1,martial arts,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
26,27,61.49,0.97,0.0,10,0,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27,28,53.31,0.7000000000000001,0.49,5,11,table tennis,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28,29,53.81,0.58,0.18,4,9,baseball,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
29,30,40.44,0.0,0.0,2,12,football,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,31,32.71,1.0,0.05,4,12,curling,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,32,36.96,0.98,0.0,3,7,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,33,86.07000000000001,1.0,1.0,9,7,football,5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,34,57.07,1.0,0.72,8,0,football,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
34,35,36.98,0.19,1.0,0,0,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35,36,58.66,1.0,0.98,3,12,table tennis,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,37,75.74,0.86,1.0,4,7,football,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,38,41.54,0.0,1.0,8,2,martial arts,5,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
38,39,67.72,0.96,0.34,8,10,martial arts,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
39,40,79.47,1.0,0.98,0,4,martial arts,4,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40,41,31.25,0.88,0.06,2,9,martial arts,6,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
41,42,23.67,0.0,0.97,2,5,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
42,43,74.27,1.0,0.86,10,7,basketball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,44,12.87,0.35,0.36,5,3,frisbee,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44,45,3.19,0.08,0.09,1,9,frisbee,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
45,46,48.27,0.5700000000000001,0.92,5,9,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
46,47,0.0,0.13,0.32,0,12,gymnastics,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,48,32.65,0.08,0.97,7,1,table tennis,3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48,49,21.1,0.0,0.0,0,12,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,50,12.96,0.06,0.3,2,5,baseball,5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
50,51,17.89,0.15,0.03,1,7,curling,2,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
51,52,66.19,0.99,0.94,3,2,frisbee,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,53,26.38,0.05,0.93,8,11,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
53,54,80.88,1.0,1.0,10,9,table tennis,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
54,55,41.05,0.0,1.0,7,5,martial arts,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55,56,7.63,0.45,0.0,3,1,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
56,57,47.23,0.87,0.98,1,2,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
57,58,31.22,0.76,0.13,5,5,football,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
58,59,38.97,1.0,0.39,6,5,baseball,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
59,60,36.27,0.19,1.0,4,0,martial arts,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60,61,39.21,0.0,0.12,7,8,frisbee,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
61,62,30.87,0.0,0.0,7,5,basketball,2,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
62,63,22.99,0.0,0.09,7,9,curling,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
63,64,50.31,0.65,0.76,7,11,martial arts,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
64,65,0.0,0.0,0.1,2,3,football,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
65,66,80.41,0.88,1.0,10,6,table tennis,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
66,67,14.45,0.12,0.8,1,1,football,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
67,68,34.75,1.0,0.05,5,12,gymnastics,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
68,69,66.43,0.77,0.99,9,9,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
69,70,32.160000000000004,1.0,0.3,5,1,gymnastics,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
70,71,44.77,0.0,0.0,9,4,curling,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
71,72,44.39,0.19,0.01,7,0,curling,3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
72,73,17.14,0.21,0.86,5,0,table tennis,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
73,74,66.92,0.91,0.76,10,12,football,5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
74,75,41.66,1.0,0.6,3,0,football,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
75,76,23.51,0.49,0.01,6,3,baseball,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
76,77,50.9,0.97,0.02,7,6,baseball,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
77,78,52.07,0.99,0.07,7,5,curling,6,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
78,79,29.82,0.0,0.01,4,5,football,3,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
79,80,31.64,0.18,0.0,5,5,curling,5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
80,81,27.89,0.5700000000000001,0.62,10,1,curling,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
81,82,32.45,0.93,0.0,4,5,martial arts,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
82,83,68.03,1.0,1.0,4,6,martial arts,6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
83,84,21.75,0.98,0.01,2,4,martial arts,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
